battery,cycle,v_mean,v_min,v_max,v_std,i_mean,i_std,t_mean,t_min,t_max,t_std,discharge_duration,delta_v
B0005,481,3.481967527541925,2.676384659108382,4.188483624251573,0.23008773708547126,-1.7942000679595929,0.6262979323124437,33.584247096910836,24.72092641804012,41.10059497641568,4.135970554176337,2882.265,1.5120989651431906
B0005,483,3.491147724520651,2.694913850281781,4.200346502821317,0.23398129358843556,-1.7958274500207083,0.6245004739781786,33.69028889006327,24.843079939814476,41.248795355864885,4.12516909469262,2901.25,1.5054326525395356
B0005,485,3.481709257148688,2.6973343716306277,3.9823479281644896,0.22646558709369746,-1.7814627321131917,0.6422237173806122,33.64163206115311,24.60409033905644,41.16242984455477,4.147522762694645,2862.281,1.2850135565338618
B0005,489,3.4797127153933185,2.642540259937964,4.195715092938243,0.23137906236472933,-1.7686539562924637,0.6574189923773175,33.46716682605322,24.340286688400784,41.11601981047893,4.226036263395472,2883.016,1.5531748330002788
B0005,493,3.4818238310326657,2.699226257883075,4.195755769877104,0.23484110606238612,-1.797464535213433,0.6222166717131186,33.0721575878115,24.03013803682012,40.86421618020504,4.256761674097206,2873.453,1.4965295119940296
B0005,497,3.479930482016216,2.676480329780849,4.195911764444989,0.22933704497832172,-1.7434743394395325,0.6855153366521199,33.610157882993725,24.401718287950963,41.22951081564833,4.2493453592951225,2874.031,1.5194314346641398
B0005,501,3.4756256359863715,2.642142168479886,4.195096216862987,0.2339870923910629,-1.7610816226186756,0.6660870815109252,33.79459259010141,24.651282487267576,41.45023191903855,4.260408207854335,2864.875,1.5529540483831008
B0005,505,3.4794857801126997,2.644725254926797,4.196258226051591,0.2381193340087658,-1.7966522260636109,0.6232957846112038,33.39631856043629,24.39982529977077,41.27708509224051,4.239238604778222,2855.187,1.5515329711247938
B0005,509,3.472670523210024,2.632270655366611,4.196612664794988,0.24133293306749637,-1.802256282854747,0.6161770588742247,33.171101282149046,24.071743981632668,41.06460515498328,4.328788111231613,2845.343,1.564342009428377
B0005,513,3.4721167480235606,2.639100611887612,4.195198482878681,0.23280866348836232,-1.7467843729896801,0.6821755431728649,33.19118610383509,23.87426368554146,40.99284868101728,4.317045137969619,2846.25,1.5560978709910684
B0005,517,3.473793696042498,2.637841830893275,4.196002392961924,0.23764631467040276,-1.752754341518209,0.6758494329714917,33.449484576299184,24.168977704033605,41.27361521074391,4.374207095438869,2855.594,1.5581605620686494
B0005,521,3.4752171097407913,2.668286095904868,4.196207586734141,0.2357844658835284,-1.7697416748003025,0.6561377877871509,33.451217302378225,24.28428480579148,41.22740227746052,4.331784650199692,2837.656,1.5279214908292724
B0005,525,3.470126187329273,2.649019812683856,4.195534582569042,0.23439313503588788,-1.7872825307499685,0.6349214758915024,33.19362810104814,24.01310273031714,41.04619550953222,4.311774656450073,2847.36,1.5465147698851864
B0005,529,3.468742148294152,2.664058512378051,4.1957439573980455,0.23306102989936822,-1.7619671735182194,0.6650377101862911,33.02361842235558,23.715060546682704,40.8467650871533,4.351653237356961,2837.328,1.5316854450199946
B0005,533,3.4683831776413916,2.6883611693898826,4.19521671755128,0.23034969287549237,-1.7253107795313558,0.7047249833367148,33.067747363491335,23.56356159483333,40.79196924883506,4.408333108579102,2827.938,1.5068555481613974
B0005,537,3.473454829094707,2.6869753836302124,4.195347750909715,0.2338470573562455,-1.7373826752957475,0.6924958102365336,33.32655479018399,23.955208980751504,41.13461978214925,4.4085114834398915,2828.734,1.5083723672795024
B0005,541,3.469542767132813,2.6507536817766586,4.196065828878837,0.23846010804870593,-1.749155401642756,0.6797136102615946,33.269367830631865,23.967802824849823,41.14429319149828,4.389696128907701,2828.328,1.545312147102178
B0005,545,3.467703935690853,2.664632278910652,4.184534803011309,0.23318469772011519,-1.7441640074865998,0.6852602677618778,32.881946880580784,23.58968747789601,40.66184230912503,4.358788094086419,2838.265,1.5199025241006572
B0005,548,3.4716828665747106,2.6400211837268666,3.982610049197398,0.23414179445502806,-1.8298293403138812,0.5791144439544358,33.32386124268302,24.25636444674708,41.04669454497069,4.241438685724456,2845.063,1.3425888654705314
B0005,552,3.4755449324702847,2.674198661305034,4.195703567262997,0.23080853760084244,-1.7770131556037914,0.6478806343993879,33.32135627821265,24.167374158398008,41.0462053156659,4.250164242086898,2846.39,1.5215049059579635
B0005,556,3.4777884634852527,2.696427051131168,4.195744519551191,0.2333046743897156,-1.800182364311139,0.6190787992162587,33.05358108682469,23.98739486311109,40.75374295552834,4.282944819638503,2818.406,1.4993174684200228
B0005,560,3.4726939640608814,2.692834029769684,4.196363050482315,0.23458237415536518,-1.7499124790145117,0.6786002481087355,33.130052045625995,23.87546148452671,40.85283588259973,4.3568702218668784,2838.156,1.503529020712631
B0005,564,3.466847865052985,2.681747855329962,3.9723762860428753,0.2269991772092182,-1.7429942502180464,0.686140690389278,33.18128407001396,23.8171618043235,40.85270645265791,4.317300949947219,2810.359,1.2906284307129132
B0005,568,3.4732567561441745,2.696791414385091,4.195797286482793,0.2320173396717059,-1.7243723958233788,0.7058126641630449,33.084745445473835,23.75244046991811,40.82211523524223,4.36670824014004,2829.625,1.499005872097702
B0005,572,3.4628275330380416,2.664695973142795,3.972259784220136,0.23192158032434676,-1.797842846255315,0.6219728812401638,33.05123454882633,23.795378022588643,40.90308836809665,4.327843516323065,2799.906,1.3075638110773413
B0005,576,3.4686410534231866,2.679191623358613,4.195609431921248,0.23273935094092807,-1.7656988608557729,0.6608990947980917,32.97080056274321,23.69874029857621,40.84337405460518,4.3113361664538425,2819.579,1.5164178085626352
B0005,580,3.4696354898969246,2.699983457940659,4.195339917236225,0.2335036544312553,-1.7225391642717138,0.7077713552146545,33.05693955254225,23.681325932299053,40.81792110626284,4.405103785015214,2810.672,1.4953564592955662
B0005,584,3.4655569353299978,2.666300786624286,4.19540205700612,0.23248421782534767,-1.7403432650886603,0.6892727149836115,33.13320802500957,23.75348711820252,40.94699384765951,4.376372359131709,2811.485,1.5291012703818345
B0005,588,3.4656817603973558,2.630850137384784,4.195685302232799,0.238850253737054,-1.7463127596745691,0.6826756571707777,33.130548697197604,23.789078897860136,41.07493805830632,4.417096277847239,2802.422,1.5648351648480148
B0005,592,3.4660560748552554,2.673348140468748,4.195561297751176,0.2322767656207183,-1.7454021812168676,0.6835636056594135,33.184781827001515,23.837597031961703,41.014143833978686,4.3545584150171,2801.625,1.5222131572824282
B0005,596,3.46255348886736,2.632763831012711,4.196066962029683,0.23789120442397205,-1.7039667763542443,0.7260531879203805,33.237698583973,23.738230385656276,41.06214198725253,4.4735722308613495,2792.234,1.5633031310169718
B0005,600,3.4661306290759493,2.6687371180046218,4.196640912532072,0.23491655916216359,-1.6973628432693546,0.7327064297124745,33.21770694957001,23.73611267134457,40.98366325567302,4.442007915265285,2793.39,1.5279037945274498
B0005,604,3.469356999773325,2.696396337945361,4.1956235749123225,0.23346242529713648,-1.7255811003153236,0.7047533119096203,33.155026565220545,23.80026564355092,40.98234242711097,4.388441828118319,2793.39,1.4992272369669615
B0005,608,3.460683967544397,2.6794834862925194,4.195862008850563,0.23178616750942718,-1.7499999026381863,0.6791087061528659,33.28799328773619,23.849121770252687,41.06375085817118,4.45906102847752,2743.485,1.5163785225580435
B0005,612,3.4704396987176542,2.6787137407179737,4.18482689434833,0.23285638948068832,-1.7475603359345677,0.6817231767272528,33.5879998020142,24.92195746617458,41.047029587744966,4.16172085286693,2802.016,1.506113153630356
B0005,614,3.475718827192654,2.655378369801326,4.201968615940368,0.24150620244930146,-1.793648828127927,0.6282387608316077,33.64458841871067,25.09329713312876,41.051007697556734,3.987129039790218,2820.39,1.5465902461390422
